Cus.ID,Date,Cus. Location,Age,Gender,Mobile Name,Sell Price,Does he/she Come from Facebook Page?,Does he/she Followed Our Page?,Did he/she buy any mobile before?,Did he/she hear of our shop before?
583,15-06-2024,Inside Rangamati,26,M,R-70 Turbo 5G 6/128,13889.0,Yes,Yes,No,Yes
584,16-06-2024,Outside Rangamati,50,M,R-70 Turbo 5G 6/128,15706.0,Yes,No,No,No
585,16-06-2024,Rangamati Sadar,31,M,iQOO Z7 5G 6/128,24097.0,No,Yes,Yes,Yes
586,16-06-2024,Inside Rangamati,35,F,Galaxy M35 5G 8/128,17018.0,Yes,Yes,Yes,No
587,16-06-2024,Inside Rangamati,32,F,Moto G85 5G 8/128,19836.0,Yes,No,No,No
588,16-06-2024,Inside Rangamati,27,F,iQOO Neo 9 Pro 5G 12/256,21949.0,Yes,No,No,No
589,16-06-2024,Inside Rangamati,35,F,iPhone 16 Pro 256GB,25097.0,No,No,No,Yes
590,16-06-2024,Outside Rangamati,36,M,Note 11S 6/128,21343.0,No,Yes,Yes,Yes
591,16-06-2024,Rangamati Sadar,33,F,Vivo T3x 5G 8/128,24458.0,Yes,No,No,Yes
592,16-06-2024,Rangamati Sadar,44,M,Note 14 Pro 5G 8/256,36260.0,Yes,Yes,No,Yes
593,16-06-2024,Inside Rangamati,25,M,Redmi Note 12 Pro 8/128,13610.0,No,No,No,No
594,16-06-2024,Inside Rangamati,21,M,Narzo N53 4/64,13748.0,No,No,No,No
595,16-06-2024,Inside Rangamati,35,F,Pixel 8 Pro 12/256,51785.0,No,Yes,No,Yes
596,16-06-2024,Rangamati Sadar,23,M,Pixel 7a 8/128,22166.0,No,Yes,Yes,No
597,16-06-2024,Outside Rangamati,40,F,Galaxy S24 Ultra 12/256,73104.0,No,Yes,Yes,Yes
598,16-06-2024,Rangamati Sadar,23,F,Note 14 Pro 5G 8/256,36976.0,Yes,No,No,Yes
599,16-06-2024,Rangamati Sadar,30,M,Narzo N53 4/64,12947.0,No,Yes,No,Yes
600,16-06-2024,Outside Rangamati,40,F,Narzo N53 4/64,22897.0,No,Yes,No,No
601,16-06-2024,Rangamati Sadar,50,M,Note 14 Pro 5G 8/256,25565.0,No,No,No,No
602,16-06-2024,Inside Rangamati,47,M,Galaxy A55 5G 8/128,39112.0,No,Yes,No,Yes
603,16-06-2024,Outside Rangamati,32,F,Narzo N53 4/64,23337.0,No,No,Yes,Yes
604,16-06-2024,Rangamati Sadar,18,M,Note 14 Pro 5G 8/256,17425.0,No,No,No,No
605,17-06-2024,Rangamati Sadar,19,M,Galaxy A55 5G 8/128,21769.0,No,No,No,Yes
606,17-06-2024,Outside Rangamati,50,M,Redmi Note 12 Pro 8/128,13038.0,No,Yes,No,Yes
607,17-06-2024,Outside Rangamati,35,M,Vivo Y200 5G 6/128,19805.0,No,Yes,Yes,Yes
608,17-06-2024,Outside Rangamati,23,F,R-70 Turbo 5G 6/128,20672.0,Yes,Yes,No,Yes
609,17-06-2024,Outside Rangamati,32,F,Note 11S 6/128,26869.0,No,No,No,No
610,17-06-2024,Inside Rangamati,42,F,iQOO Neo 9 Pro 5G 12/256,17601.0,No,No,Yes,Yes
611,17-06-2024,Rangamati Sadar,23,F,Galaxy S24 Ultra 12/256,13479.0,Yes,No,No,Yes
612,17-06-2024,Rangamati Sadar,35,F,Galaxy A55 5G 8/128,26091.0,No,Yes,No,Yes
613,17-06-2024,Outside Rangamati,36,F,iQOO Z7 5G 6/128,20390.0,No,Yes,No,Yes
614,17-06-2024,Rangamati Sadar,31,F,Pixel 8 Pro 12/256,20529.0,No,Yes,No,Yes
615,17-06-2024,Rangamati Sadar,26,M,R-70 Turbo 5G 6/128,24659.0,No,Yes,Yes,No
616,17-06-2024,Inside Rangamati,37,F,Vivo Y200 5G 6/128,13071.0,No,Yes,Yes,No
617,17-06-2024,Inside Rangamati,23,M,Pixel 7a 8/128,16510.0,No,No,No,No
618,17-06-2024,Rangamati Sadar,34,F,Moto G85 5G 8/128,26122.0,Yes,No,No,No
619,17-06-2024,Inside Rangamati,38,M,iPhone 16 Pro 256GB,26428.0,No,No,No,Yes
620,17-06-2024,Rangamati Sadar,20,F,Note 14 Pro 5G 8/256,17631.0,No,No,No,No
621,17-06-2024,Rangamati Sadar,30,M,Narzo N53 4/64,25067.0,No,No,No,No
622,17-06-2024,Outside Rangamati,24,F,R-70 Turbo 5G 6/128,14911.0,Yes,No,No,Yes
623,17-06-2024,Rangamati Sadar,44,F,R-70 Turbo 5G 6/128,22942.0,No,No,No,No
624,17-06-2024,Outside Rangamati,22,F,Vivo Y200 5G 6/128,23206.0,No,No,No,Yes
625,18-06-2024,Rangamati Sadar,22,M,Redmi Note 12 Pro 8/128,27906.0,Yes,Yes,Yes,Yes
626,18-06-2024,Rangamati Sadar,32,M,iPhone 16 Pro 256GB,13381.0,Yes,Yes,No,Yes
627,18-06-2024,Outside Rangamati,41,F,Galaxy A55 5G 8/128,39376.0,No,No,Yes,Yes
628,18-06-2024,Inside Rangamati,20,M,iPhone 16 Pro 256GB,22167.0,No,Yes,No,No
629,18-06-2024,Outside Rangamati,18,M,Pixel 8 Pro 12/256,13586.0,No,Yes,No,Yes
630,18-06-2024,Outside Rangamati,46,M,Galaxy M35 5G 8/128,16410.0,Yes,No,No,No
631,18-06-2024,Inside Rangamati,18,M,Galaxy M35 5G 8/128,19313.0,No,No,No,No
632,18-06-2024,Inside Rangamati,33,F,iPhone 16 Pro 256GB,15856.0,No,Yes,No,Yes
633,18-06-2024,Inside Rangamati,24,F,Vivo T3x 5G 8/128,16797.0,Yes,No,No,Yes
634,18-06-2024,Inside Rangamati,45,F,Redmi Note 12 Pro 8/128,20031.0,No,No,Yes,No
635,18-06-2024,Inside Rangamati,47,F,Moto G85 5G 8/128,26401.0,Yes,No,No,No
636,18-06-2024,Outside Rangamati,39,M,Redmi Note 12 Pro 8/128,13722.0,No,No,No,Yes
637,18-06-2024,Inside Rangamati,49,M,R-70 Turbo 5G 6/128,17925.0,Yes,Yes,No,No
638,18-06-2024,Outside Rangamati,19,F,Vivo Y200 5G 6/128,20797.0,Yes,No,No,No
639,18-06-2024,Inside Rangamati,32,M,iPhone 16 Pro Max 1TB,53683.0,No,No,No,Yes
640,18-06-2024,Rangamati Sadar,37,M,Pixel 7a 8/128,12860.0,No,Yes,Yes,Yes
641,18-06-2024,Inside Rangamati,40,M,Pixel 7a 8/128,15820.0,Yes,Yes,No,Yes
642,18-06-2024,Inside Rangamati,34,F,Pixel 7a 8/128,23559.0,Yes,Yes,No,No
643,18-06-2024,Rangamati Sadar,25,F,iPhone 16 Pro Max 1TB,19947.0,Yes,No,No,Yes
644,18-06-2024,Inside Rangamati,19,F,Moto G85 5G 8/128,25020.0,No,Yes,No,No
645,18-06-2024,Inside Rangamati,35,F,Galaxy A55 5G 8/128,16502.0,No,No,Yes,Yes
646,18-06-2024,Rangamati Sadar,30,M,Galaxy S24 Ultra 12/256,103637.0,No,No,No,Yes
647,18-06-2024,Rangamati Sadar,19,F,iQOO Z7 5G 6/128,17180.0,No,Yes,No,No
648,18-06-2024,Outside Rangamati,42,F,iQOO Neo 9 Pro 5G 12/256,40547.0,No,No,No,No
649,18-06-2024,Inside Rangamati,38,M,iQOO Neo 9 Pro 5G 12/256,40086.0,Yes,Yes,No,Yes
650,18-06-2024,Rangamati Sadar,22,M,Pixel 7a 8/128,22886.0,No,No,No,Yes
651,18-06-2024,Inside Rangamati,30,M,Redmi Note 12 Pro 8/128,27109.0,No,No,No,No
652,18-06-2024,Outside Rangamati,42,F,iPhone 16 Pro Max 1TB,21114.0,No,Yes,No,Yes
653,18-06-2024,Inside Rangamati,35,F,Narzo N53 4/64,12991.0,Yes,Yes,No,Yes
654,18-06-2024,Rangamati Sadar,24,F,iQOO Z7 5G 6/128,14294.0,No,No,No,Yes
655,18-06-2024,Inside Rangamati,23,M,Pixel 7a 8/128,15698.0,Yes,Yes,No,Yes
656,18-06-2024,Rangamati Sadar,32,F,Galaxy M35 5G 8/128,16255.0,Yes,Yes,Yes,Yes
657,18-06-2024,Outside Rangamati,46,M,Pixel 8 Pro 12/256,22608.0,No,Yes,No,Yes
658,18-06-2024,Outside Rangamati,41,M,iQOO Neo 9 Pro 5G 12/256,18315.0,No,Yes,Yes,No
659,18-06-2024,Rangamati Sadar,21,M,Redmi Note 12 Pro 8/128,25140.0,No,No,No,Yes
660,18-06-2024,Inside Rangamati,38,F,Pixel 7a 8/128,12972.0,No,No,No,Yes
661,18-06-2024,Outside Rangamati,19,M,Pixel 7a 8/128,13209.0,No,No,Yes,No
662,18-06-2024,Inside Rangamati,31,F,Note 14 Pro 5G 8/256,21162.0,No,No,No,No
663,18-06-2024,Outside Rangamati,50,M,R-70 Turbo 5G 6/128,20476.0,No,No,No,Yes
664,18-06-2024,Rangamati Sadar,33,M,iQOO Z7 5G 6/128,24703.0,Yes,Yes,Yes,No
665,19-06-2024,Rangamati Sadar,21,F,Galaxy M35 5G 8/128,19870.0,No,Yes,No,Yes
666,19-06-2024,Rangamati Sadar,19,M,iPhone 16 Pro 256GB,54326.0,No,No,Yes,Yes
667,19-06-2024,Outside Rangamati,30,F,Galaxy S24 Ultra 12/256,25123.0,No,No,No,No
668,19-06-2024,Rangamati Sadar,21,M,R-70 Turbo 5G 6/128,14546.0,No,Yes,No,No
669,19-06-2024,Rangamati Sadar,31,F,Note 11S 6/128,17985.0,No,Yes,Yes,No
670,19-06-2024,Inside Rangamati,34,F,Note 11S 6/128,22333.0,Yes,No,Yes,No
671,19-06-2024,Outside Rangamati,47,F,Note 11S 6/128,22359.0,Yes,Yes,No,No
672,19-06-2024,Inside Rangamati,23,F,iPhone 16 Pro 256GB,17967.0,No,Yes,No,Yes
673,19-06-2024,Inside Rangamati,41,M,Narzo N53 4/64,13584.0,Yes,Yes,Yes,Yes
674,19-06-2024,Outside Rangamati,35,M,Redmi Note 12 Pro 8/128,16635.0,Yes,Yes,No,Yes
675,19-06-2024,Rangamati Sadar,37,F,Redmi Note 12 Pro 8/128,17150.0,Yes,No,No,No
676,19-06-2024,Rangamati Sadar,32,F,Pixel 8 Pro 12/256,14980.0,Yes,No,No,No
677,19-06-2024,Outside Rangamati,45,M,Pixel 8 Pro 12/256,21340.0,No,No,Yes,No
678,19-06-2024,Rangamati Sadar,42,M,Note 14 Pro 5G 8/256,13380.0,No,No,No,No
679,19-06-2024,Inside Rangamati,32,F,Moto G85 5G 8/128,13789.0,No,No,No,No
680,19-06-2024,Outside Rangamati,26,M,Pixel 8 Pro 12/256,59884.0,Yes,No,No,No
681,19-06-2024,Rangamati Sadar,21,F,iPhone 16 Pro 256GB,47044.0,Yes,Yes,Yes,No
682,19-06-2024,Rangamati Sadar,31,M,iQOO Z7 5G 6/128,19700.0,No,Yes,No,Yes
683,19-06-2024,Inside Rangamati,35,M,iQOO Neo 9 Pro 5G 12/256,13234.0,Yes,No,No,Yes
684,19-06-2024,Rangamati Sadar,39,M,Pixel 7a 8/128,26272.0,No,No,No,No
685,19-06-2024,Rangamati Sadar,18,M,Narzo N53 4/64,13337.0,No,No,No,Yes
686,19-06-2024,Inside Rangamati,44,M,Galaxy A55 5G 8/128,21641.0,Yes,Yes,No,Yes
687,19-06-2024,Inside Rangamati,21,F,Note 11S 6/128,13580.0,Yes,No,No,No
688,19-06-2024,Inside Rangamati,43,M,Galaxy A55 5G 8/128,24711.0,No,No,No,No
689,19-06-2024,Outside Rangamati,44,M,Galaxy A55 5G 8/128,25255.0,Yes,No,No,No
690,19-06-2024,Inside Rangamati,43,M,Moto G85 5G 8/128,19551.0,Yes,Yes,No,Yes
691,19-06-2024,Outside Rangamati,25,F,Galaxy S24 Ultra 12/256,19847.0,No,Yes,Yes,No
692,19-06-2024,Outside Rangamati,26,M,Note 14 Pro 5G 8/256,22703.0,No,No,No,Yes
693,20-06-2024,Rangamati Sadar,49,M,Note 14 Pro 5G 8/256,22562.0,No,No,Yes,No
694,20-06-2024,Outside Rangamati,44,F,Galaxy S24 Ultra 12/256,15576.0,No,Yes,Yes,No
695,20-06-2024,Inside Rangamati,49,F,iPhone 16 Pro Max 1TB,199753.0,No,No,No,Yes
696,20-06-2024,Inside Rangamati,21,M,Vivo Y200 5G 6/128,23069.0,Yes,No,No,No
697,20-06-2024,Rangamati Sadar,37,F,Galaxy M35 5G 8/128,19608.0,No,No,No,No
698,20-06-2024,Rangamati Sadar,49,F,iPhone 16 Pro Max 1TB,27829.0,No,No,No,Yes
699,20-06-2024,Outside Rangamati,37,M,Narzo N53 4/64,13308.0,No,Yes,No,Yes
700,20-06-2024,Inside Rangamati,33,F,Narzo N53 4/64,21086.0,Yes,No,No,Yes
701,20-06-2024,Inside Rangamati,36,M,Pixel 8 Pro 12/256,59865.0,Yes,Yes,No,No
702,20-06-2024,Rangamati Sadar,34,F,iPhone 16 Pro 256GB,22056.0,No,Yes,Yes,Yes
703,20-06-2024,Rangamati Sadar,27,F,Vivo T3x 5G 8/128,15999.0,No,No,Yes,No
704,20-06-2024,Outside Rangamati,29,F,iPhone 16 Pro 256GB,25100.0,Yes,No,No,No
705,20-06-2024,Inside Rangamati,46,F,Note 11S 6/128,23921.0,Yes,No,No,No
706,20-06-2024,Outside Rangamati,34,F,Galaxy M35 5G 8/128,25568.0,No,Yes,No,Yes
707,20-06-2024,Rangamati Sadar,20,F,Vivo T3x 5G 8/128,25931.0,No,No,No,No
708,20-06-2024,Inside Rangamati,27,M,iQOO Neo 9 Pro 5G 12/256,24628.0,Yes,No,No,No
709,20-06-2024,Rangamati Sadar,33,M,Pixel 8 Pro 12/256,17387.0,No,Yes,No,Yes
710,20-06-2024,Rangamati Sadar,34,F,Galaxy M35 5G 8/128,23417.0,No,Yes,No,Yes
711,20-06-2024,Inside Rangamati,37,F,Galaxy M35 5G 8/128,17253.0,No,Yes,No,Yes
712,20-06-2024,Inside Rangamati,35,F,Narzo N53 4/64,12794.0,No,Yes,No,No
713,20-06-2024,Outside Rangamati,18,F,Redmi Note 12 Pro 8/128,21950.0,No,Yes,No,Yes
714,20-06-2024,Rangamati Sadar,24,F,R-70 Turbo 5G 6/128,24666.0,Yes,No,No,Yes
715,20-06-2024,Inside Rangamati,44,M,Galaxy A55 5G 8/128,39878.0,Yes,No,No,No
716,20-06-2024,Inside Rangamati,24,M,iPhone 16 Pro Max 1TB,24956.0,No,Yes,Yes,No
717,20-06-2024,Rangamati Sadar,47,F,Galaxy A55 5G 8/128,21682.0,No,Yes,No,Yes
718,20-06-2024,Rangamati Sadar,28,F,Note 11S 6/128,19527.0,No,Yes,No,Yes
719,20-06-2024,Inside Rangamati,23,F,Moto G85 5G 8/128,14623.0,No,Yes,No,Yes
720,20-06-2024,Rangamati Sadar,20,F,Pixel 8 Pro 12/256,21682.0,Yes,Yes,No,No
721,20-06-2024,Inside Rangamati,21,F,Redmi Note 12 Pro 8/128,27883.0,Yes,Yes,No,No
722,21-06-2024,Rangamati Sadar,44,M,Narzo N53 4/64,12874.0,No,No,No,Yes
723,21-06-2024,Rangamati Sadar,34,M,Galaxy S24 Ultra 12/256,23443.0,No,Yes,Yes,Yes
724,21-06-2024,Rangamati Sadar,21,M,R-70 Turbo 5G 6/128,24752.0,No,Yes,No,Yes
725,21-06-2024,Inside Rangamati,38,M,iQOO Neo 9 Pro 5G 12/256,25785.0,No,No,Yes,No
726,21-06-2024,Outside Rangamati,26,F,Galaxy S24 Ultra 12/256,18987.0,No,Yes,No,Yes
727,21-06-2024,Inside Rangamati,45,F,Moto G85 5G 8/128,25919.0,No,No,No,No
728,21-06-2024,Outside Rangamati,20,F,Note 14 Pro 5G 8/256,19557.0,No,No,No,No
729,21-06-2024,Inside Rangamati,39,F,Vivo Y200 5G 6/128,14393.0,No,Yes,No,No
730,21-06-2024,Rangamati Sadar,37,F,Pixel 7a 8/128,44788.0,Yes,Yes,No,Yes
731,21-06-2024,Inside Rangamati,44,F,Vivo T3x 5G 8/128,25266.0,No,No,Yes,No
732,21-06-2024,Inside Rangamati,31,M,Galaxy M35 5G 8/128,15085.0,Yes,Yes,No,No
733,21-06-2024,Inside Rangamati,39,M,iQOO Z7 5G 6/128,20230.0,No,No,Yes,No
734,21-06-2024,Inside Rangamati,35,M,Galaxy M35 5G 8/128,22438.0,No,Yes,Yes,Yes
735,21-06-2024,Inside Rangamati,36,M,Galaxy M35 5G 8/128,24584.0,No,No,No,No
736,21-06-2024,Outside Rangamati,45,F,iPhone 16 Pro Max 1TB,16693.0,Yes,No,Yes,No
737,21-06-2024,Outside Rangamati,49,F,R-70 Turbo 5G 6/128,16839.0,No,Yes,No,Yes
738,21-06-2024,Rangamati Sadar,29,M,R-70 Turbo 5G 6/128,13352.0,No,Yes,No,Yes
739,21-06-2024,Inside Rangamati,49,M,R-70 Turbo 5G 6/128,26250.0,No,Yes,No,No
740,21-06-2024,Inside Rangamati,50,F,Note 14 Pro 5G 8/256,22364.0,No,No,No,Yes
741,21-06-2024,Inside Rangamati,46,F,Moto G85 5G 8/128,23615.0,Yes,No,Yes,Yes
742,21-06-2024,Outside Rangamati,27,F,Pixel 8 Pro 12/256,19726.0,Yes,No,Yes,Yes
743,21-06-2024,Rangamati Sadar,24,F,Redmi Note 12 Pro 8/128,22631.0,No,Yes,Yes,No
744,21-06-2024,Rangamati Sadar,21,F,Galaxy A55 5G 8/128,22979.0,Yes,No,No,Yes
745,21-06-2024,Outside Rangamati,46,F,R-70 Turbo 5G 6/128,24614.0,Yes,Yes,No,Yes
746,21-06-2024,Outside Rangamati,34,M,R-70 Turbo 5G 6/128,24273.0,No,No,No,Yes
747,21-06-2024,Rangamati Sadar,37,F,Vivo T3x 5G 8/128,25394.0,No,No,No,No
748,21-06-2024,Rangamati Sadar,37,M,Galaxy M35 5G 8/128,22965.0,No,Yes,No,No
749,21-06-2024,Rangamati Sadar,22,M,Redmi Note 12 Pro 8/128,27439.0,No,No,No,No
750,21-06-2024,Rangamati Sadar,43,M,Narzo N53 4/64,22443.0,Yes,No,No,No
751,21-06-2024,Outside Rangamati,32,M,Moto G85 5G 8/128,15948.0,Yes,No,No,Yes
752,21-06-2024,Outside Rangamati,29,M,Moto G85 5G 8/128,22572.0,No,No,No,No
753,21-06-2024,Outside Rangamati,23,F,iPhone 16 Pro 256GB,24641.0,No,Yes,No,Yes
754,21-06-2024,Outside Rangamati,34,F,R-70 Turbo 5G 6/128,15382.0,No,Yes,Yes,No
755,21-06-2024,Outside Rangamati,48,M,Galaxy S24 Ultra 12/256,23137.0,No,Yes,Yes,No
756,21-06-2024,Inside Rangamati,42,M,iQOO Z7 5G 6/128,25587.0,No,No,No,Yes
757,21-06-2024,Inside Rangamati,29,F,Moto G85 5G 8/128,26512.0,No,No,No,Yes
758,21-06-2024,Outside Rangamati,47,F,Galaxy A55 5G 8/128,21857.0,No,No,No,Yes
759,21-06-2024,Inside Rangamati,37,F,Narzo N53 4/64,17739.0,No,No,No,No
760,22-06-2024,Rangamati Sadar,49,M,iQOO Z7 5G 6/128,18259.0,No,Yes,No,No
761,22-06-2024,Rangamati Sadar,36,M,Pixel 8 Pro 12/256,24870.0,Yes,No,No,Yes
762,22-06-2024,Inside Rangamati,34,F,Moto G85 5G 8/128,26508.0,Yes,Yes,No,Yes
763,22-06-2024,Inside Rangamati,32,M,Vivo T3x 5G 8/128,20012.0,No,No,No,No
764,22-06-2024,Outside Rangamati,24,M,Galaxy A55 5G 8/128,16622.0,No,No,Yes,No
765,22-06-2024,Inside Rangamati,45,M,Note 11S 6/128,16201.0,Yes,No,No,No
766,22-06-2024,Inside Rangamati,40,M,iPhone 16 Pro Max 1TB,24028.0,Yes,No,No,No
767,22-06-2024,Outside Rangamati,33,M,iPhone 16 Pro Max 1TB,54839.0,Yes,No,No,Yes
768,22-06-2024,Rangamati Sadar,34,M,iPhone 16 Pro 256GB,15902.0,No,No,Yes,Yes
769,22-06-2024,Rangamati Sadar,33,M,Galaxy A55 5G 8/128,19460.0,No,No,No,Yes
770,22-06-2024,Outside Rangamati,29,M,Note 14 Pro 5G 8/256,17508.0,No,No,Yes,Yes
771,22-06-2024,Inside Rangamati,24,F,Vivo Y200 5G 6/128,13498.0,Yes,No,No,No
772,22-06-2024,Inside Rangamati,45,M,Galaxy S24 Ultra 12/256,13939.0,Yes,No,No,Yes
773,22-06-2024,Outside Rangamati,38,F,iPhone 16 Pro Max 1TB,15770.0,Yes,No,Yes,No
774,22-06-2024,Outside Rangamati,28,M,Pixel 8 Pro 12/256,17481.0,No,No,Yes,Yes
775,22-06-2024,Rangamati Sadar,33,F,iQOO Neo 9 Pro 5G 12/256,21967.0,Yes,Yes,Yes,No
776,22-06-2024,Inside Rangamati,26,F,iPhone 16 Pro Max 1TB,200090.0,Yes,Yes,No,Yes
777,22-06-2024,Outside Rangamati,19,F,Moto G85 5G 8/128,26787.0,No,No,No,No
778,22-06-2024,Rangamati Sadar,41,F,iQOO Neo 9 Pro 5G 12/256,21295.0,No,No,Yes,No
779,22-06-2024,Outside Rangamati,44,F,Note 11S 6/128,21682.0,Yes,Yes,No,Yes
780,22-06-2024,Outside Rangamati,38,F,iPhone 16 Pro 256GB,141590.0,Yes,No,Yes,No
781,22-06-2024,Outside Rangamati,50,M,iQOO Neo 9 Pro 5G 12/256,14108.0,Yes,Yes,No,Yes
782,22-06-2024,Outside Rangamati,21,M,Vivo Y200 5G 6/128,20990.0,No,No,No,Yes
783,23-06-2024,Rangamati Sadar,39,M,Note 11S 6/128,19583.0,No,Yes,Yes,Yes
784,23-06-2024,Rangamati Sadar,48,M,Galaxy S24 Ultra 12/256,15873.0,No,Yes,No,No
785,23-06-2024,Outside Rangamati,38,F,Note 14 Pro 5G 8/256,18103.0,No,Yes,No,No
786,23-06-2024,Outside Rangamati,37,F,iPhone 16 Pro 256GB,23754.0,No,No,No,No
787,23-06-2024,Outside Rangamati,20,F,Galaxy M35 5G 8/128,25340.0,No,Yes,No,Yes
788,23-06-2024,Inside Rangamati,49,F,Pixel 8 Pro 12/256,19882.0,Yes,Yes,No,No
789,23-06-2024,Inside Rangamati,30,M,Pixel 8 Pro 12/256,40883.0,No,No,No,Yes
790,23-06-2024,Rangamati Sadar,37,M,Moto G85 5G 8/128,25731.0,No,No,Yes,Yes
791,23-06-2024,Rangamati Sadar,33,M,Note 11S 6/128,21682.0,Yes,Yes,No,No
792,23-06-2024,Outside Rangamati,28,M,Vivo T3x 5G 8/128,14153.0,No,No,No,Yes
793,23-06-2024,Inside Rangamati,35,F,iPhone 16 Pro 256GB,19262.0,No,No,No,Yes
794,23-06-2024,Inside Rangamati,47,F,Vivo Y200 5G 6/128,23134.0,Yes,No,Yes,Yes
795,23-06-2024,Outside Rangamati,41,M,iQOO Z7 5G 6/128,21079.0,No,No,No,No
796,23-06-2024,Outside Rangamati,49,F,Galaxy S24 Ultra 12/256,55131.0,No,No,No,No
797,23-06-2024,Rangamati Sadar,36,M,iPhone 16 Pro 256GB,54783.0,No,No,No,Yes
798,23-06-2024,Outside Rangamati,46,M,Vivo Y200 5G 6/128,19162.0,No,Yes,No,No
799,23-06-2024,Rangamati Sadar,21,F,iQOO Z7 5G 6/128,17682.0,No,Yes,No,No
800,23-06-2024,Outside Rangamati,18,F,Note 14 Pro 5G 8/256,36348.0,No,No,No,No
801,23-06-2024,Inside Rangamati,18,M,R-70 Turbo 5G 6/128,24451.0,Yes,No,No,Yes
802,23-06-2024,Rangamati Sadar,39,M,Pixel 7a 8/128,44744.0,No,No,No,Yes
803,23-06-2024,Outside Rangamati,39,F,Vivo Y200 5G 6/128,21924.0,No,Yes,Yes,Yes
804,23-06-2024,Inside Rangamati,20,F,Vivo Y200 5G 6/128,15118.0,Yes,No,No,No
805,23-06-2024,Inside Rangamati,34,M,iPhone 16 Pro Max 1TB,20054.0,No,No,No,Yes
806,23-06-2024,Inside Rangamati,30,M,Pixel 8 Pro 12/256,25926.0,Yes,No,Yes,No
807,23-06-2024,Inside Rangamati,47,M,Vivo T3x 5G 8/128,15258.0,No,No,Yes,Yes
808,23-06-2024,Inside Rangamati,32,F,Pixel 7a 8/128,44811.0,No,Yes,No,Yes
809,23-06-2024,Rangamati Sadar,27,F,Pixel 8 Pro 12/256,14424.0,Yes,No,No,Yes
810,24-06-2024,Inside Rangamati,22,M,Pixel 8 Pro 12/256,14009.0,Yes,No,No,Yes
811,24-06-2024,Outside Rangamati,39,M,Note 14 Pro 5G 8/256,14555.0,No,Yes,No,Yes
812,24-06-2024,Rangamati Sadar,38,M,Galaxy M35 5G 8/128,21456.0,Yes,Yes,No,Yes
813,24-06-2024,Inside Rangamati,37,F,Note 14 Pro 5G 8/256,36776.0,No,Yes,No,Yes
814,24-06-2024,Inside Rangamati,44,F,iQOO Neo 9 Pro 5G 12/256,25508.0,No,No,No,Yes
815,24-06-2024,Rangamati Sadar,50,M,iQOO Neo 9 Pro 5G 12/256,23311.0,No,Yes,No,Yes
816,24-06-2024,Rangamati Sadar,50,F,iPhone 16 Pro 256GB,22242.0,No,Yes,Yes,No
817,24-06-2024,Inside Rangamati,24,M,iPhone 16 Pro 256GB,16936.0,No,No,No,No
818,24-06-2024,Inside Rangamati,25,M,Galaxy A55 5G 8/128,39596.0,Yes,No,No,Yes
819,24-06-2024,Inside Rangamati,44,F,Vivo Y200 5G 6/128,19021.0,Yes,Yes,No,No
820,24-06-2024,Outside Rangamati,24,F,iPhone 16 Pro Max 1TB,71303.0,Yes,Yes,No,No
821,24-06-2024,Rangamati Sadar,31,M,Vivo Y200 5G 6/128,18464.0,Yes,No,No,Yes
822,24-06-2024,Inside Rangamati,50,F,Vivo Y200 5G 6/128,26247.0,No,Yes,No,Yes
823,24-06-2024,Outside Rangamati,39,M,Galaxy M35 5G 8/128,21580.0,No,No,No,Yes
824,24-06-2024,Rangamati Sadar,24,M,Vivo T3x 5G 8/128,13976.0,No,No,Yes,Yes
825,24-06-2024,Outside Rangamati,25,F,iQOO Z7 5G 6/128,16475.0,No,No,Yes,Yes
826,24-06-2024,Rangamati Sadar,32,M,Note 14 Pro 5G 8/256,24062.0,Yes,No,No,No
827,24-06-2024,Rangamati Sadar,26,F,Narzo N53 4/64,22361.0,Yes,No,Yes,No
828,24-06-2024,Rangamati Sadar,29,M,R-70 Turbo 5G 6/128,23850.0,Yes,No,No,Yes
829,24-06-2024,Inside Rangamati,30,M,Galaxy M35 5G 8/128,26115.0,No,No,No,Yes
830,24-06-2024,Outside Rangamati,30,F,Narzo N53 4/64,23967.0,Yes,No,No,No
831,24-06-2024,Inside Rangamati,30,M,R-70 Turbo 5G 6/128,23810.0,No,Yes,No,Yes
832,24-06-2024,Outside Rangamati,27,F,Moto G85 5G 8/128,26133.0,Yes,No,No,Yes
833,24-06-2024,Inside Rangamati,31,F,Pixel 8 Pro 12/256,18231.0,Yes,No,No,Yes
834,25-06-2024,Outside Rangamati,20,M,Vivo T3x 5G 8/128,16487.0,No,No,No,Yes
835,25-06-2024,Rangamati Sadar,23,M,Pixel 7a 8/128,21793.0,No,Yes,No,Yes
836,25-06-2024,Outside Rangamati,30,F,iQOO Neo 9 Pro 5G 12/256,40657.0,No,Yes,No,Yes
837,25-06-2024,Outside Rangamati,24,M,Pixel 7a 8/128,22880.0,Yes,No,No,No
838,25-06-2024,Rangamati Sadar,44,F,Galaxy M35 5G 8/128,18064.0,No,No,Yes,No
839,25-06-2024,Outside Rangamati,25,M,Note 14 Pro 5G 8/256,36908.0,Yes,Yes,Yes,Yes
840,25-06-2024,Outside Rangamati,34,M,Galaxy A55 5G 8/128,16749.0,No,No,Yes,Yes
841,25-06-2024,Outside Rangamati,24,M,Pixel 7a 8/128,44061.0,No,Yes,Yes,Yes
